tarih,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22
2025-04-17,1,2,4,7,9,16,27,28,30,32,33,34,36,39,42,43,45,46,53,58,66,71
2025-04-21,3,4,9,16,18,29,30,34,44,50,52,57,59,60,64,68,69,70,71,72,74,76
2025-04-24,1,4,5,6,12,20,21,23,29,33,35,39,41,42,43,51,52,53,56,57,71,72
2025-04-28,4,8,9,21,26,28,30,31,33,35,40,44,48,54,61,62,64,70,72,73,74,78
2025-05-01,3,10,14,24,25,34,35,37,41,42,49,50,52,53,59,60,69,70,71,72,76,79
2025-05-05,10,17,19,21,24,27,28,31,32,36,39,40,47,49,53,55,61,67,69,71,73,79
2025-05-08,1,6,7,11,16,23,25,26,27,28,33,40,42,49,54,55,60,64,69,71,72,73
2025-05-12,2,3,4,7,15,20,26,28,38,40,41,42,49,53,55,57,62,63,69,70,74,78
2025-05-15,8,10,13,14,25,29,30,32,33,35,42,44,51,54,56,60,62,70,73,74,79,80
2025-05-19,5,20,22,25,37,40,44,45,46,47,50,51,52,55,57,62,66,71,72,74,79,80
2025-05-22,2,7,12,14,19,20,21,23,26,30,33,36,40,53,59,61,63,65,70,71,74,75
2025-05-26,2,3,9,10,12,13,17,19,25,32,41,43,46,47,49,50,56,58,59,70,74,80
2025-05-29,1,2,4,6,15,17,18,19,24,25,26,27,33,36,38,41,42,50,60,66,75,80
2025-06-02,4,11,15,20,25,26,28,34,40,43,45,46,47,49,50,56,60,65,70,71,75,80
2025-06-05,1,2,5,12,21,23,25,29,41,42,51,53,54,58,62,63,64,68,70,77,78,80
2025-06-09,6,8,18,23,24,26,28,32,42,44,49,50,53,59,60,62,64,66,68,76,78,80
2025-06-12,1,2,3,5,6,12,15,17,19,27,30,31,37,53,56,58,63,68,69,70,74,79
2025-06-16,9,13,15,16,20,21,26,34,39,40,41,43,44,45,50,60,66,68,69,71,73,78
2025-06-19,1,9,12,19,23,25,26,37,40,43,45,49,51,53,58,61,62,66,70,71,74,75
2025-06-23,4,12,13,16,17,18,21,25,26,27,29,32,36,38,50,51,52,58,63,64,73,76
2025-06-26,3,5,9,10,13,15,20,23,25,27,37,42,43,45,50,52,55,64,67,68,69,79
2025-06-30,3,6,12,13,15,23,24,28,31,36,40,41,43,51,53,56,58,59,63,64,70,75
2025-07-03,6,11,13,17,18,25,26,34,36,37,40,44,49,53,54,59,60,62,68,70,74,77
2025-07-07,3,10,14,15,20,21,22,23,29,30,48,52,53,54,62,68,69,70,71,72,74,79
2025-07-10,2,7,8,9,15,23,29,32,33,34,36,37,45,49,51,54,55,56,66,68,72,79
2025-07-14,2,6,12,14,15,16,17,19,23,25,29,36,46,48,49,50,66,67,68,69,70,71
2025-07-17,2,3,6,14,15,20,24,26,28,34,40,44,45,51,54,58,62,65,67,69,70,75
2025-07-21,1,7,8,14,17,20,21,36,44,46,47,54,56,57,62,63,64,66,68,71,72,79
2025-07-24,2,3,12,14,17,21,23,24,25,36,38,44,47,51,60,61,62,64,70,71,73,76
2025-07-28,4,7,9,10,13,23,25,30,31,34,41,43,49,51,54,55,60,62,66,69,78,79
2025-07-31,3,5,17,24,26,28,29,31,32,33,34,38,47,50,51,55,56,63,67,68,69,78
2025-08-04,4,15,17,23,24,26,28,30,34,36,37,43,44,45,49,54,57,63,66,68,70,78
2025-08-07,1,2,3,4,6,7,10,12,21,27,37,41,44,48,50,55,59,65,68,72,78,80
2025-08-11,1,6,7,8,11,18,20,21,25,28,32,34,36,37,40,43,57,62,66,69,75,76
2025-08-14,3,7,8,12,19,22,25,31,33,34,35,41,43,47,52,56,57,60,61,65,71,73
2025-08-18,8,9,10,11,16,24,25,27,33,43,44,46,47,53,54,55,58,59,67,68,69,77
2025-08-21,1,6,8,9,18,28,29,30,32,35,36,37,40,41,45,49,50,59,70,74,75,79
2025-08-25,6,9,23,27,29,41,47,48,49,53,57,59,60,61,62,66,68,70,72,78,79,80
2025-08-28,2,9,11,12,14,26,40,41,43,46,48,49,54,60,61,66,69,71,72,75,77,80
2025-09-01,5,7,8,9,10,12,15,20,23,36,38,41,44,45,49,51,53,61,67,69,72,79
2025-09-04,2,3,4,18,19,20,25,28,30,35,40,42,43,44,45,46,51,55,59,67,71,79
2025-09-08,4,11,12,14,15,32,34,38,40,45,51,53,56,61,62,66,68,70,74,75,78,79
2025-09-11,2,4,8,11,13,20,21,26,27,33,35,41,48,50,51,57,67,73,76,77,79,80
2025-09-15,3,10,18,23,25,29,30,33,41,42,44,46,47,50,54,59,60,62,68,77,79,80
2025-09-18,1,2,4,6,12,25,26,27,33,36,37,41,47,49,52,57,59,64,70,73,77,79
2025-09-22,9,10,12,16,23,27,29,34,37,38,40,41,43,48,51,53,54,58,67,70,74,75
2025-09-25,3,7,8,9,20,21,22,31,32,33,37,40,45,48,49,58,60,61,62,68,74,75
2025-09-29,2,4,5,15,16,17,18,22,24,28,31,46,47,48,49,50,54,58,61,62,73,78
2025-10-02,1,6,16,20,23,24,25,46,48,50,51,53,54,56,65,66,68,70,71,75,79,80
2025-10-06,5,9,12,17,30,32,33,41,44,46,47,51,53,57,58,63,66,70,72,74,79,80
2025-10-09,3,8,10,13,15,26,28,29,33,36,40,44,46,54,56,57,65,67,71,74,77,78
2025-10-13,1,4,9,10,12,13,14,20,23,34,36,37,41,47,50,51,64,67,68,72,75,77
2025-10-16,3,4,6,8,12,23,24,28,30,47,51,52,53,65,66,67,68,69,70,71,72,76
2025-10-20,4,15,19,21,23,25,30,40,42,44,45,46,47,48,50,52,53,61,70,71,73,78
2025-10-23,17,18,23,24,26,27,29,32,33,34,36,38,44,47,48,52,53,54,56,63,65,67
2025-10-27,7,8,9,10,20,21,26,32,38,40,41,44,45,48,51,53,55,56,68,76,78,79
2025-10-30,10,13,14,17,18,19,20,23,26,30,31,34,46,48,51,60,69,70,71,73,74,77
2025-11-03,1,3,4,8,12,14,16,18,21,24,28,29,30,33,37,43,46,47,51,55,57,62
2025-11-06,3,8,11,15,17,20,23,24,26,27,30,31,34,38,45,47,54,56,62,65,68,72
2025-11-10,7,12,14,17,19,22,23,25,27,31,32,34,35,46,53,56,60,63,64,67,72,73
2025-11-13,2,5,12,13,21,23,27,28,29,32,38,42,43,44,51,55,60,69,71,76,77,78
2025-11-17,1,6,7,14,15,20,24,27,28,30,39,45,46,49,52,59,63,68,71,77,78,80
2025-11-20,2,7,24,26,31,33,35,40,41,43,44,47,49,52,55,60,61,68,70,74,75,77
2025-11-24,4,5,9,10,12,13,17,18,33,34,36,39,40,47,55,57,58,60,62,66,75,77
2025-11-27,3,8,23,26,28,29,30,31,42,47,49,50,52,53,54,61,68,69,73,76,77,79
2025-12-01,7,11,21,22,24,26,28,29,31,38,40,41,42,45,50,53,57,58,64,65,72,73
2025-12-04,1,3,9,24,25,26,33,40,42,43,44,47,49,51,52,54,63,68,72,76,78,80
2025-12-08,2,6,10,13,14,15,21,22,27,29,30,31,45,48,53,58,59,61,66,67,72,79
2025-12-11,1,2,4,6,9,10,13,18,20,21,25,29,30,42,48,49,52,54,71,75,77,80
2025-12-15,1,5,9,10,17,19,25,27,28,29,41,46,48,49,50,53,59,63,73,76,77,78
2025-12-18,5,12,15,18,20,25,29,36,38,39,41,43,48,49,53,59,60,61,63,69,70,80
2025-12-22,2,4,12,14,17,20,21,22,23,28,36,37,38,40,43,47,48,57,60,64,73,79
2025-12-25,6,21,23,26,38,41,42,44,46,47,49,58,59,60,67,69,70,71,73,76,77,79
2025-12-29,3,4,8,13,14,15,16,19,21,28,42,43,44,53,54,61,63,66,68,75,77,78
2026-01-01,9,12,14,16,18,19,25,28,30,35,36,42,49,52,54,64,66,69,70,71,75,78
2026-01-05,1,2,5,10,16,20,21,22,24,26,31,33,45,47,50,53,57,60,67,68,69,73
2026-01-08,1,3,4,5,9,21,22,25,33,34,47,49,50,52,55,60,63,67,68,69,75,78
2026-01-12,1,11,18,23,27,28,35,36,47,48,52,56,61,63,66,67,70,71,72,73,75,78
2026-01-15,6,9,11,13,15,22,29,34,38,40,44,49,57,61,66,68,69,70,71,73,75,79
2026-01-19,3,4,6,7,11,15,19,32,34,36,40,42,43,44,50,56,63,64,66,70,71,76
2026-01-22,1,3,6,9,10,14,19,25,27,30,42,44,48,53,58,59,64,65,72,77,79,80
2026-01-26,3,4,16,19,23,28,32,34,41,44,46,47,48,51,58,64,67,68,70,77,79,80
2026-01-29,1,4,16,17,18,20,22,32,34,36,40,43,49,52,54,59,60,66,70,72,73,74
2026-02-02,3,4,8,13,14,15,18,21,22,27,28,34,38,42,46,57,62,66,70,73,76,77
2026-02-05,1,4,6,8,9,10,17,19,20,23,24,40,47,49,50,55,56,59,60,61,72,79
2026-02-09,2,4,11,22,24,26,27,28,29,30,35,36,37,38,40,43,47,48,51,65,73,76
2026-02-12,1,8,11,18,20,25,27,29,32,40,47,49,50,52,56,61,63,64,65,67,71,74
2026-02-16,2,4,5,7,9,14,18,19,25,28,33,36,41,52,58,60,66,67,68,71,77,79
2026-02-19,1,8,9,11,12,19,20,26,29,32,33,36,38,43,54,57,62,64,66,72,73,77
2026-02-23,13,18,24,27,29,30,34,36,38,39,40,43,44,47,50,51,53,64,66,70,75,79
2026-02-26,1,3,4,9,11,13,14,16,17,24,26,37,44,49,50,53,56,57,58,68,79,80
2026-03-02,2,4,7,9,14,25,27,33,43,44,46,48,49,51,54,55,60,61,63,68,70,80
2026-03-05,3,5,18,20,25,26,28,30,31,36,40,42,45,46,54,58,60,62,63,67,78,80
2026-03-09,1,3,4,5,14,16,27,30,31,32,42,44,48,49,50,53,60,61,64,66,68,75
2026-03-12,3,4,5,7,8,12,15,35,36,41,42,47,53,57,59,64,70,71,72,74,78,80
2026-03-16,1,2,4,5,9,10,19,33,34,37,38,40,43,44,46,48,54,67,71,76,77,78
2026-03-19,3,4,5,7,18,19,20,25,28,31,40,43,44,45,46,49,53,66,71,72,74,76
2026-03-23,1,4,7,8,9,10,14,19,20,21,24,29,33,35,39,44,54,60,61,66,72,79
2026-03-26,2,3,4,10,15,17,22,23,25,29,32,35,36,41,42,47,48,53,59,60,64,73
2026-03-30,2,3,4,16,18,19,26,27,31,33,37,39,41,43,47,61,70,71,73,75,78,80
2026-04-02,12,13,14,20,23,24,25,31,45,47,49,50,51,54,58,61,63,70,72,74,77,78
2026-04-06,2,10,19,21,23,24,25,32,33,35,36,42,46,51,58,66,67,68,75,76,78,80
2026-04-09,2,8,24,27,35,36,38,39,40,41,42,44,48,50,54,59,61,62,66,68,73,76
2026-04-13,6,12,13,15,17,19,22,26,39,47,51,60,63,64,66,67,70,72,73,74,77,79
2026-04-16,1,2,15,17,35,36,41,43,46,50,51,52,54,57,61,64,65,67,68,70,74,78
2026-04-20,10,12,17,18,25,30,36,38,39,47,50,51,52,53,54,56,62,64,70,71,74,80
2026-04-23,9,11,13,14,16,18,24,29,32,33,35,36,37,44,51,53,54,56,57,58,65,79
2026-04-27,2,4,7,8,9,14,15,17,20,21,24,29,45,46,47,49,51,53,55,63,66,68
2026-04-30,2,13,15,22,29,33,36,41,42,43,44,48,51,52,54,58,62,66,70,76,77,80
2026-05-04,6,7,9,14,15,16,18,24,25,26,30,37,44,49,51,59,60,64,65,68,75,80
2026-05-07,9,13,17,20,22,25,26,29,30,43,44,45,46,47,53,54,60,63,67,68,79,80
2026-05-11,4,5,12,14,15,23,29,33,35,36,37,41,44,52,56,62,68,69,73,75,76,78
2026-05-14,2,10,12,13,14,25,31,32,43,47,48,51,52,53,54,56,60,67,73,75,79,80
2026-05-18,17,21,25,27,29,31,36,40,42,46,47,49,51,53,54,55,60,62,68,71,72,80
2026-05-21,8,10,12,13,15,16,17,18,20,25,26,29,35,49,52,54,55,58,59,66,70,76
2026-05-25,3,11,12,16,20,21,25,31,33,35,36,38,45,47,52,54,56,57,58,66,70,78
2026-05-28,1,8,10,13,30,32,34,38,41,47,48,50,53,54,56,62,63,66,75,77,78,80
2026-06-01,1,3,12,14,17,24,27,30,31,37,38,43,46,48,51,57,58,60,63,66,72,79
2026-06-04,7,12,25,29,32,35,36,40,47,50,51,58,60,63,64,67,68,69,72,73,74,75
2026-06-08,1,4,7,13,15,18,22,29,30,34,39,46,48,50,53,54,62,65,68,70,74,78
2026-06-11,1,3,4,5,8,15,18,20,23,24,26,30,43,46,47,51,55,56,60,62,67,73
2026-06-15,3,7,12,13,17,26,30,31,34,41,42,44,47,50,52,60,62,63,72,76,77,78
2026-06-18,1,10,15,20,26,27,30,32,35,38,39,40,48,49,51,55,66,70,71,75,76,79
2026-06-22,2,4,10,14,16,17,18,21,22,25,26,28,29,35,37,46,48,52,59,66,72,78
2026-06-25,1,3,10,14,21,23,28,30,34,38,48,53,57,58,59,65,66,68,69,71,75,79
2026-06-29,3,10,12,15,19,26,27,28,29,30,31,33,34,41,47,53,58,61,63,68,75,78
2026-07-02,4,12,15,19,25,27,33,35,40,42,47,48,53,55,58,59,61,62,67,69,70,72
2026-07-06,2,9,14,16,27,29,34,37,43,44,46,47,49,54,56,60,64,68,70,71,79,80
2026-07-09,4,7,17,18,20,22,26,28,33,34,35,40,42,45,47,51,58,61,63,69,75,78
2026-07-13,2,10,15,16,17,20,23,28,29,36,41,42,47,48,49,51,53,54,56,66,69,79
2026-07-16,6,7,10,16,19,21,24,30,31,33,35,37,38,43,44,48,53,54,55,63,75,78
2026-07-20,7,8,15,16,19,23,25,28,29,30,33,36,38,41,44,47,53,55,59,78,79,80
2026-07-23,1,2,12,18,22,29,38,40,42,45,49,53,55,56,58,60,63,70,72,74,77,80
2026-07-27,2,5,6,8,9,15,17,19,23,25,28,40,44,47,51,54,58,63,68,71,74,77
2026-07-30,3,7,13,15,16,17,24,33,36,38,40,47,50,56,62,65,66,69,73,75,77,78
2026-08-03,3,10,11,14,18,23,26,31,33,40,43,49,57,58,61,67,69,70,72,77,78,80
2026-08-06,3,9,10,11,17,18,26,27,28,29,32,38,41,42,46,47,49,50,63,65,73,78
2026-08-10,1,2,5,9,12,15,18,21,26,27,33,34,36,41,46,47,50,53,66,70,74,78
2026-08-13,1,5,11,13,15,17,23,26,30,33,34,48,49,53,56,58,59,60,64,72,77,79
2026-08-17,2,7,12,13,24,29,33,34,40,47,48,52,53,54,59,61,62,64,66,69,70,76
2026-08-20,3,4,5,6,7,10,17,23,27,28,30,33,34,36,39,46,48,51,55,57,59,80
2026-08-24,1,4,10,16,18,19,24,28,30,31,33,38,40,48,55,56,59,64,67,68,78,80
2026-08-27,1,5,7,11,14,15,16,17,18,36,43,49,50,53,55,57,64,68,70,75,76,79
2026-08-31,3,6,9,12,15,22,36,38,39,41,44,45,49,57,59,67,68,69,73,74,76,78
2026-09-03,1,7,10,12,13,17,23,27,35,46,48,49,53,58,62,66,67,69,70,75,78,79
2026-09-07,2,6,10,11,19,21,25,28,29,32,35,38,43,44,45,46,58,61,65,75,77,79
2026-09-10,8,11,17,24,25,31,33,38,40,44,47,51,56,58,60,62,66,67,68,72,73,78
2026-09-14,6,9,12,17,21,23,25,27,35,36,38,41,44,47,48,56,59,61,65,68,76,79
2026-09-17,1,2,6,9,12,17,19,35,36,37,47,49,54,57,60,63,66,68,73,74,75,80
2026-09-21,2,6,12,14,17,19,20,28,39,54,55,57,58,60,61,63,64,65,73,74,75,79
2026-09-24,3,6,10,13,15,17,23,29,33,34,44,49,50,51,52,53,60,65,67,72,73,75
2026-09-28,1,8,12,18,25,26,31,33,35,41,43,48,49,52,53,59,60,62,63,68,70,78
2026-10-01,1,3,6,15,17,20,29,30,33,37,40,47,49,52,55,57,63,69,71,72,74,78
2026-10-05,1,3,4,14,17,26,27,33,35,42,46,47,48,52,53,54,58,62,68,77,78,79
2026-10-08,1,4,13,23,26,28,31,33,37,38,41,42,46,51,52,55,56,66,67,73,74,75
2026-10-12,5,8,12,14,18,19,24,33,34,39,48,53,55,56,58,60,61,62,69,71,72,75
2026-10-15,3,4,6,16,20,22,23,24,26,32,33,34,35,36,50,57,59,62,65,66,70,73
2026-10-19,3,5,6,9,12,17,18,23,30,32,35,42,48,51,58,64,66,70,73,75,79,80
2026-10-22,1,2,7,10,12,13,22,28,31,32,40,41,42,43,44,45,50,51,52,53,59,60
2026-10-26,1,2,3,7,8,9,10,12,13,25,29,31,32,37,39,40,41,62,64,66,70,71
2026-10-29,3,5,6,11,14,16,17,32,33,38,43,48,51,52,53,54,56,59,68,71,73,75
2026-11-02,1,6,7,9,14,21,36,37,41,47,48,50,51,52,53,57,58,61,68,73,74,78
2026-11-05,1,6,10,12,14,21,23,24,25,38,39,44,46,47,49,54,57,69,70,71,75,77
2026-11-09,3,4,8,9,12,14,17,19,20,21,22,25,34,36,43,45,47,49,50,54,58,62
2026-11-12,3,12,13,14,25,26,28,32,34,36,37,40,44,53,56,59,62,64,68,70,77,80
2026-11-16,3,6,12,16,17,18,24,25,28,33,36,38,40,49,51,53,58,61,73,78,79,80
2026-11-19,1,9,17,19,26,28,33,34,46,48,50,54,56,57,58,62,64,68,70,71,77,80
2026-11-23,3,4,8,18,26,29,33,36,40,43,44,46,48,50,54,55,61,63,70,72,73,79
2026-11-26,8,10,14,16,21,22,23,28,30,31,33,50,51,52,55,60,61,62,68,74,75,79
2026-11-30,2,3,12,25,29,30,32,34,36,40,41,47,48,51,53,55,58,66,69,71,75,76
2026-12-03,3,4,9,13,14,16,21,23,28,29,30,44,50,51,58,60,61,63,64,67,68,79
2026-12-07,6,7,8,11,17,21,23,28,30,33,34,40,46,48,53,54,59,63,64,74,78,79
2026-12-10,2,6,10,11,12,14,16,30,37,46,49,54,56,58,59,61,67,70,72,74,78,80
2026-12-14,2,4,5,7,9,14,17,21,35,42,49,50,52,58,60,62,65,69,70,72,75,79
2026-12-17,3,7,8,10,11,15,16,17,21,22,28,31,33,38,40,47,53,62,70,73,78,80
2026-12-21,1,4,8,11,12,13,15,16,17,29,34,35,37,41,42,62,63,64,66,69,70,71
2026-12-24,2,3,6,15,21,25,26,27,30,38,39,43,47,51,61,62,64,66,70,71,72,77
2026-12-28,1,6,9,16,17,19,22,27,30,34,37,42,46,50,52,56,63,72,74,75,78,79
2026-12-31,3,4,14,15,22,26,27,29,36,37,47,49,50,54,57,60,62,68,69,73,75,78
